mol_chembl_id,molregno,standard_type,standard_relation,standard_value,standard_units,canonical_smiles,tgt_chembl_id,tgt_name,assay_chembl_id,assay_desc
CHEMBL3885389,2098720,Ki,=,18.6,nM,CC1=Nc2ccccc2C(=O)N1CCCCCN3CCN(CC3)c4ccccc4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3877019,Displacement of [3H]-8-OH-DPAT from recombinant human 5-HT1A receptor expressed in CHOK1 cell membranes after 1 hr by liquid scintillation counting method
CHEMBL3958215,2167586,Ki,=,18.62,nM,Fc1ccc2C(=O)C(CCN3CCc4ccccc4C3)Cc2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3863659,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor by liquid scintillation counting method
CHEMBL25013,33596,Ki,=,18.7,nM,CN1C[C@H](CC2[C@H]1Cc3c(C)[nH]c4cccc2c34)NC(=O)C(C)(C)C,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615451,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand"
CHEMBL196962,333593,Ki,=,18.8,nM,COc1cc(Cl)ccc1N2CCN(CCN3C=Nc4sc5CN(C)CCc5c4C3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL859776,Displacement of [35S]GTP-gamma-S from human recombinant 5HT1A receptor
CHEMBL1926747,1267696,EC50,=,18.9,nM,Cl.O=C1C2CCSN2C(=O)N1CCCCNCC3CCc4ccccc4O3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1932021,Agonist activity at human 5HT1A receptor expressed in human HeLa cells assessed as inhibition of forskolin-stimulated cAMP production pretreated 20 mins before forskolin challenge measured after 2 hrs by RIA
CHEMBL362823,300567,Ki,=,18.9,nM,Fc1ccc2[nH]cc([C@@H]3CC[C@H](CC3)NCCOc4cccc5OCCOc45)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL840060,Binding affinity determined against human 5-hydroxytryptamine 1A receptors transfected into CHO cells.
CHEMBL153174,252710,Ki,=,19.0,nM,Nc1ccc(CCN2CCN(CC2)c3cccc(c3)C(F)(F)F)cc1I,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615454,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus
CHEMBL158508,267065,Ki,=,19.0,nM,CCCN[C@@H]1CCc2cccc(OC)c2[C@H]1CC=C,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615458,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.
CHEMBL1645613,1060753,Ki,=,19.0,nM,Fc1cccc(Oc2ccccc2Cl)c1OC3CCNC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1645848,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor by liquid scintillation spectrophotometry
CHEMBL2022272,1337639,Ki,=,19.0,nM,Clc1ccc2Oc3ncccc3C(=Nc2c1)N4CCN(CCc5ccccc5)CC4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2026267,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting
CHEMBL2391541,1565114,Ki,=,19.0,nM,COc1ccc2[nH]cc(CCN(CC=C)CC=C)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3756275,Binding affinity to 5-HT 1A (unknown origin) by competition binding assay
CHEMBL2431051,1583104,EC50,=,19.0,nM,Cl.CCOc1ccccc1OCCNCCCCN2C(=O)C3CCCN3C2=O,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2432545,Agonist activity at human 5-HT1A receptor expressed in human HeLa cells assessed as inhibition of forskolin-stimulated cAMP formation after 10 mins by RIA
CHEMBL336930,234890,Ki,=,19.0,nM,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc4ccnn4c3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616399,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor
CHEMBL3409047,1835811,Ki,=,19.0,nM,O=C(CCCCCN1CCN(CC1)c2ccccc2c3ccccc3)N4Cc5ccccc5C[C@H]4C(=O)N6CCCCC6,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3414155,Displacement of [3H]-8-OH-DPAT from human 5HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL472117,448838,Ki,=,19.0,nM,FC(F)(F)c1nc2c(cccc2[nH]1)N3CCN(CCOc4cccc5nc([nH]c45)C(F)(F)F)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL963641,Binding affinity to human 5HT1A receptor
CHEMBL493709,469920,Ki,=,19.0,nM,COc1ccccc1N2CCN(CCCCCC(=O)NCc3ccncc3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1034993,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in HEK293 cells
CHEMBL589141,590288,Ki,=,19.0,nM,Fc1ccc2[nH]cc(CCCCN(CC3CC3)C4COc5ccc6CNC(=O)c6c5C4)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1048564,Displacement of [3H]OH-DPAP from human 5HT1A receptor expressed in CHO cells
CHEMBL593865,595199,Ki,=,19.0,nM,Fc1ccc2[nH]cc(CCCN(CC3CC3)C4COc5ccc6CCNC(=O)c6c5C4)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1048564,Displacement of [3H]OH-DPAP from human 5HT1A receptor expressed in CHO cells
CHEMBL135939,223572,Ki,=,19.05,nM,COc1ccccc1N2CCN(CCC(O)c3cccs3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1106423,Antagonist activity at 5HT1A
CHEMBL280804,36989,Ki,=,19.1,nM,CCO[C@@]1(CC)c2cccc3C[C@H]4N(C)CCc5ccc1c(c45)c23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615780,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT
CHEMBL370863,334129,Ki,=,19.1,nM,COc1ccccc1N2CCN(CCN3C(=O)Nc4[nH]c(cc4C3=O)c5ccccc5Cl)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL864517,Binding affinity to 5HT1A
CHEMBL485385,514269,Ki,=,19.2,nM,Fc1ccc2[nH]cc(CCCN(C3CCC3)C4COc5c(F)ccc(C(=O)NC6CC6)c5C4)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL984527,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL3331256,1790260,Ki,=,19.22,nM,COc1ccccc1N2CCN(CCCCN3C(=O)Oc4ccccc34)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3367562,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor transfected in CFO-K1 cells after 30 mins by liquid scintillation spectrometry
CHEMBL3331263,1790267,Ki,=,19.22,nM,O=C1Oc2ccccc2N1CCCCCN3CCN(CC3)c4ccccc4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3367562,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor transfected in CFO-K1 cells after 30 mins by liquid scintillation spectrometry
CHEMBL484537,514661,Ki,=,19.25,nM,NC(=O)c1ccc(F)c2OCC(Cc12)N(CCCCn3ccc4cccc(F)c34)CC5CC5,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL984527,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL129477,212020,Ki,=,19.38,nM,C[C@H]1C[C@H](CCN1C[C@H](O)COc2cccc3[nH]c(C)cc23)c4cc5cccc(F)c5s4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615774,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand
CHEMBL484210,514786,Ki,=,19.4,nM,CCCN(CCCc1c[nH]c2ccc(F)cc12)C3COc4c(F)ccc(OC)c4C3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL984527,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL322915,172306,Ki,=,19.6,nM,Fc1ccc2c(c[nH]c2c1)C3CCN(CCOc4cccc5OCCOc45)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616126,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT
CHEMBL56150,87940,Ki,=,19.82,nM,Clc1ccc(cc1Cl)N2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615772,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand
CHEMBL301661,87676,Ki,=,19.85,nM,CC(C)Oc1ccc2cc(sc2c1)C3CCN(C[C@H](O)COc4cccc5[nH]ccc45)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615769,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand
CHEMBL1926759,1267709,EC50,=,19.9,nM,Cl.O=C1CSC(=O)N1CCCCCCNCC2CCc3ccccc3O2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1932021,Agonist activity at human 5HT1A receptor expressed in human HeLa cells assessed as inhibition of forskolin-stimulated cAMP production pretreated 20 mins before forskolin challenge measured after 2 hrs by RIA
CHEMBL134595,223779,Ki,=,19.95,nM,COc1ccccc1N2CCN(CCC(Oc3ccc4OCOc4c3)c5ccccc5)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1106423,Antagonist activity at 5HT1A
CHEMBL136936,224987,Ki,=,19.95,nM,COc1ccccc1N2CCN(CCC(O)c3csc4ccccc34)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1106423,Antagonist activity at 5HT1A
CHEMBL239167,409183,Ki,=,19.95,nM,Cc1ccc2c(OCCN3CCC(Cc4ccc5OCC(=O)Nc5c4)CC3)cc(cc2n1)C#N,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL885591,Displacement of [3H]WAY-100635 from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL241499,409176,Ki,=,19.95,nM,Cc1ccc2c(OCCN3CCC(Cc4ccc5OCC(=O)Nc5c4)CC3)ccc(F)c2n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL885591,Displacement of [3H]WAY-100635 from human cloned 5HT1A receptor expressed in CHO cells
CHEMBL456458,495445,Ki,=,19.95,nM,CN1CCN(C(=O)C1)c2cccc(CC3CCN(CCOc4cccc5nc(C)ccc45)CC3)c2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1035839,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells
CHEMBL89448,144078,IC50,=,19.95,nM,C(CNCC1COc2ccccc2O1)CNC3=NCCCN3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616214,Ability to bind to 5-hydroxytryptamine 1A receptor from cloned human expressed in Ha7 cells
CHEMBL431943,88485,Ki,=,19.97,nM,Clc1ccccc1N2CCN(CCN3C(=O)CC4(CCCCC4)CC3=O)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615772,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand
CHEMBL107511,178798,Ki,=,20.0,nM,CCc1ccc2[nH]cc(CCN)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615759,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.
CHEMBL1259087,708104,EC50,=,20.0,nM,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c3sccc3Br)nc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1259255,Intrinsic activity at human 5-HT1A receptor expressed in CHO cells assessed as increase of serotonin-induced [35S]GTPgammaS binding
CHEMBL1259107,708124,EC50,=,20.0,nM,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c3cc(C)cs3)nc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1259255,Intrinsic activity at human 5-HT1A receptor expressed in CHO cells assessed as increase of serotonin-induced [35S]GTPgammaS binding
CHEMBL130327,215209,IC50,=,20.0,nM,COc1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1069075,Inhibition of 5HT1A receptor
CHEMBL146720,242256,Ki,=,20.0,nM,NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)C(=O)COc4ccc5[nH]cc(CCN)c5c4)cc12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616301,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells
CHEMBL321562,170357,Ki,=,20.0,nM,COc1ccccc1C(=O)Nc2ccc3[nH]cc(C4CCN(C)CC4)c3n2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616128,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor
CHEMBL3321790,1784347,Ki,=,20.0,nM,OC1(CC2CCC(C1)N2CCCSc3ccc(F)cc3)c4ccc(Cl)cc4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3366152,Displacement of [3H] 8-OH-DPAT from human 5-HT1A receptor by liquid scintillation counting
CHEMBL3326982,1787805,Ki,=,20.0,nM,COc1ccccc1N2CCN(CCCCC(=O)NCc3ccccc3c4ccccc4Cl)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3366226,Binding affinity to 5-HT1A (unknown origin)
CHEMBL3409034,1835797,Ki,=,20.0,nM,CC(C)c1ccccc1N2CCN(CCCCCCC(=O)N3Cc4ccccc4C[C@H]3C(=O)N)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3414155,Displacement of [3H]-8-OH-DPAT from human 5HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL556474,567175,Ki,=,20.0,nM,Cc1ccc2c3O[C@@H](CN4CCN(CC4)c5ccc6cc(ccc6n5)[N+](=O)[O-])COc3ccc2n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1060393,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL583751,572577,Ki,=,20.0,nM,Fc1cccc(C2CCNCC2)c1Oc3ccccc3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1047377,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL126396,211851,Ki,=,20.2,nM,COc1cccc2sc(cc12)[C@@H]3CCN(C[C@H](O)COc4cccc5[nH]c(C)cc45)[C@H](C)C3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615774,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand
CHEMBL3342862,1795010,Ki,=,20.42,nM,COc1ccccc1N2CCN(CC3COC4(CCN(CC4)C(=O)C5CCCCC5)O3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3381316,Displacement of [3H]8-OH-DPAT from human recombinant 5-HT1A receptor expressed in HeLa cells after 30 mins by liquid scintillation counting
CHEMBL42994,66417,EC50,=,20.42,nM,CN(C)c1cccc(CNCC2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3)n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616051,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor
CHEMBL179648,299467,Ki,=,20.7,nM,C(C1CCc2ccccc2O1)N3CCN(Cc4ccccc4)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL839696,Inhibitory constant was determined against 5-hydroxytryptamine 1A receptor using 1.2 nM [3H]8-OH-DPAT
CHEMBL197442,332825,Ki,=,20.89,nM,COc1cccc(OC)c1OCCNCCOc2ccccc2OCc3cccc(c3)[N+](=O)[O-],CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL868699,Displacement of [3H]8-hydroxy-2-(di-n-propylamino)tetralin from cloned human 5HT1A receptor expressed in HeLa cells
CHEMBL47013,66585,EC50,=,20.89,nM,Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3)nc1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616051,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor
CHEMBL129233,211924,Ki,=,20.9,nM,COc1cccc2sc(cc12)[C@H]3C[C@H]4CC[C@@H](C3)N4C[C@H](O)COc5cccc6[nH]c(C)cc56,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615774,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand
CHEMBL253878,423225,Ki,=,20.9,nM,O=C(Cc1ccccc1)NC2CCc3ccc(CCN4CCN(CC4)c5nsc6ccccc56)cc23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL944825,Displacement of [3H]8OHDPAT from human 5HT1A receptor
CHEMBL2159470,1426017,Ki,=,21.0,nM,CC(C)c1ccccc1OCCN2CCC(C2)NS(=O)(=O)c3cccs3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2162844,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL221640,367119,Ki,=,21.0,nM,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccc([18F])nc4)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL913683,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL309215,122624,Ki,=,21.0,nM,COc1cccc(c1)c2cccc(CN3CCN(CC3)c4cccc5nc(O)oc45)c2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616366,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand
CHEMBL3264385,1749373,Ki,=,21.0,nM,Cc1cc(C)cc(c1)N2CCN(CCNC(=O)c3ccc4ccccc4c3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3269843,Displacement of [3H]-8-OH-OPAT from human recombinant 5HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting analysis
CHEMBL3597637,1954592,Ki,=,21.0,nM,COc1c(Cl)cccc1N2CCN(CCCCNC(=O)c3cnc4ccccc4c3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3599949,Displacement of [3H]-8-OH-DPAT from 5HT1A receptor (unknown origin)
CHEMBL574004,572579,Ki,=,21.0,nM,Fc1cccc(Oc2cccc(F)c2C3CCNCC3)c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1047377,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL74805,121931,Ki,=,21.0,nM,Oc1oc2c(cccc2n1)N3CCN(Cc4ccnc(c4)c5ccc(F)cc5)CC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616366,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand
CHEMBL85,7714,Ki,=,21.0,nM,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL615860,Binding affinity towards human 5-hydroxytryptamine 1 receptor
CHEMBL515438,519330,Ki,=,21.3,nM,C(Cc1c[nH]c2ccccc12)N3CCCC(C3)c4ccnc(NCC5CC5)n4,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1030618,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor
CHEMBL2237163,1472689,Ki,=,21.58,nM,COc1ccccc1N2CCN(CCCN3C(=O)CCn4c3nc5N(C)C(=O)N(C)C(=O)c45)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3061735,Binding affinity to 5-HT1A (unknown origin)
CHEMBL421027,171873,Ki,=,21.6,nM,C(CN1CCC(=CC1)c2c[nH]c3ccccc23)Oc4cccc5[nH]ccc45,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616126,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT
CHEMBL394541,388326,Ki,=,21.7,nM,COc1ccccc1N2CCN(C\C=C\CNC(=O)c3ccc(cc3)c4ccccn4)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL895655,Binding affinity to human 5HT1A receptor
CHEMBL1926751,1267701,EC50,=,21.8,nM,Cl.O=C1C2CCCN2C(=O)N1CCCCCCNCC3CCc4ccccc4O3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1932021,Agonist activity at human 5HT1A receptor expressed in human HeLa cells assessed as inhibition of forskolin-stimulated cAMP production pretreated 20 mins before forskolin challenge measured after 2 hrs by RIA
CHEMBL44904,65832,EC50,=,21.88,nM,CNc1cccc(CNCC2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3)n1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616051,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor
CHEMBL101483,170361,Ki,=,22.0,nM,COC(=O)c1cc2c3OC(CN4CCC(CC4)(Nc5ccccc5)C(=O)N)COc3ccc2[nH]1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616373,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes
CHEMBL1645597,1060737,Ki,=,22.0,nM,Fc1ccccc1Oc2ccccc2OC3CNC3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1645848,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor by liquid scintillation spectrophotometry
CHEMBL198993,327292,Ki,=,22.0,nM,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(F)nc3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL884790,Binding affinity towards 5-HT1A receptor using porcine cortical membrane and [3H]-8-OH-DPAT as radioligand 
CHEMBL209459,347931,Ki,=,22.0,nM,Cc1ccc(cc1)S(=O)(=O)NCCCCN2CCN(CC2)c3cccc(NC(=O)C4CC4)c3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL870197,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor in HEK293 cells
CHEMBL209876,349377,Ki,=,22.0,nM,COc1c(Cl)cccc1N2CCN(CCCCNC(=O)c3cc4CCc5ccc(CCc3cc4)cc5)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL860510,Displacement of [3H]8-OH-DPAT from 5-HT1A receptor of porcine cortical membrane
CHEMBL2159480,1426027,Ki,=,22.0,nM,Fc1ccc(cc1)S(=O)(=O)NC2CCN(CCOc3cccc4CCCCc34)C2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2162844,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL2159489,1426036,Ki,=,22.0,nM,Fc1ccc(cc1)S(=O)(=O)N[C@@H]2CCN(CCOc3ccccc3c4ccccc4)C2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL2162844,Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr
CHEMBL258600,441845,Ki,=,22.0,nM,COc1ccc2nc(NCCCN3CCN(CC3)c4ccccc4OC)ccc2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL950989,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in HEK293 cells after 120 mins
CHEMBL344677,234869,Ki,=,22.0,nM,COc1ccccc1N2CCN(CCCCNC(=O)c3cccc4ccnn34)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL616399,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor
CHEMBL3764133,2068350,Ki,=,22.0,nM,Cl.Oc1ccccc1N2CCN(CCCCC(=O)n3c4ccccc4c5ccccc35)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3768250,Binding affinity to recombinant 5-HT1A receptor (unknown origin) after 1.5 hrs by radioligand displacement assay
CHEMBL489028,499269,Ki,=,22.0,nM,O=C1Cc2ccccc2N1CCCCN3CCN(CC3)c4cccc5ccccc45,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL960151,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in HEK293 cells
CHEMBL494119,469652,Ki,=,22.0,nM,CC(C)c1ccccc1N2CCN(CCCCCC(=O)N3Cc4ccccc4C3)CC2,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1034993,Displacement of [3H]8-OH-DPAT from human cloned 5HT1A receptor expressed in HEK293 cells
CHEMBL592028,590988,Ki,=,22.0,nM,CN(CCCc1c[nH]c2ccc(F)cc12)C3COc4ccc5CNC(=O)c5c4C3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1048564,Displacement of [3H]OH-DPAP from human 5HT1A receptor expressed in CHO cells
CHEMBL595622,591198,Ki,=,22.0,nM,Fc1ccc2[nH]cc(CCCCNC3COc4ccc5CNC(=O)c5c4C3)c2c1,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1048564,Displacement of [3H]OH-DPAP from human 5HT1A receptor expressed in CHO cells
CHEMBL606864,591128,EC50,=,22.0,nM,O=C1NCc2ccc3OCC(Cc3c12)NCCCc4c[nH]c5ccc(cc45)C#N,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1038805,Agonist activity at human 5HT1A receptor expressed in CHO cells assessed as inhibition of forskolin-induced adenylate cyclase activity
CHEMBL101690,170328,Ki,=,22.1,nM,CN1CCC(CC1)c2c[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc23,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL3618900,Binding affinity to 5HT1A receptor (unknown origin)
CHEMBL494078,468761,Ki,=,22.2,nM,Fc1cccc2[nH]cc([C@@H]3CC[C@H](CC3)N4CCN(CC4)c5cccc6[nH]ccc56)c12,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL1013154,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells
CHEMBL134428,221873,Ki,=,22.39,nM,O[C@@H]1[C@@H](CC[C@H]1Oc2ccccc2)NC[C@@H]3COc4ccccc4O3,CHEMBL214,Serotonin 1a (5-HT1a) receptor,CHEMBL833493,Displacement of [3H]8-hydroxy-2-(di-n-propylamino)tetralin from human 5-hydroxytryptamine 1A receptor
